,clusters-labels,full-names,gender,global-frequency,distribution_rank,concentration_rank
Deckard ,[1],"['Deckard Street,']",male,1,1,1
Dedham ,[0],"['Dedham Street,']",male,1,1,1
Dedham Parkway,[0],"['Dedham Parkway,']",male,1,1,1
Deer ,[2],"['Deer Street,']",male,1,1,1
Deerfield ,[1],"['Deerfield Street,']",male,1,1,1
Deering ,[0],"['Deering Road,']",male,1,1,1
Deforest ,[0],"['Deforest Street,']",male,1,1,1
Degautier Way,[1],['Degautier Way'],male,1,1,1
Delano ,[2],"['Delano Street,']",male,1,1,1
Delano Court,[0],"['Delano Court,']",male,1,1,1
Delaware ,[4],"['Delaware Place,']",male,1,1,1
Delford ,[0],"['Delford Street,']",male,1,1,1
Delhi ,[0],"['Delhi Street,']",male,1,1,1
Dell ,[0],"['Dell Avenue,']",male,1,1,1
Dell Terrace,[0],"['Dell Terrace,']",male,1,1,1
Dellmore ,[1],"['Dellmore Road,']",male,1,1,1
Delmont ,[2],"['Delmont Street,']",male,1,1,1
Delore Circle,[0],"['Delore Circle,']",male,1,1,1
Delos ,[0],"['Delos Street,']",male,1,1,1
Denby ,[4],"['Denby Road,']",male,1,1,1
Dennis ,[1],"['Dennis Street,']",male,1,1,1
Dennison ,[1],"['Dennison Street,']",male,1,1,1
Denny ,[2],"['Denny Street,']",male,1,1,1
Dent ,[0],"['Dent Street,']",male,1,1,1
Denton Terrace,[0],"['Denton Terrace,']",male,1,1,1
Denvir ,[2],"['Denvir Street,']",male,1,1,1
Derry ,[0],"['Derry Road,']",male,1,1,1
Desmond ,[0],"['Desmond Road,']",male,1,1,1
Devens ,[3],"['Devens Street,']",male,1,1,1
Dever ,[2],"['Dever Street,']",male,1,1,1
Devon ,[1],"['Devon Street,']",male,1,1,1
Dewar ,[2],"['Dewar Street,']",male,1,1,1
Dewey Terrace,[2],"['Dewey Terrace,']",male,1,1,1
Dewitt Drive,[1],"['Dewitt Drive,']",male,1,1,1
Dexter Row,[3],['Dexter Row'],male,1,1,1
Dickens ,[2],"['Dickens Street,']",male,1,1,1
Dickinson ,[4],"['Dickinson Road,']",male,1,1,1
Dietz ,[0],"['Dietz Road,']",male,1,1,1
Dietz Court,[0],"['Dietz Court,']",male,1,1,1
Dighton ,[4],"['Dighton Street,']",male,1,1,1
District ,[2],"['District Avenue,']",male,1,1,1
Ditmus Court,[1],"['Ditmus Court,']",male,1,1,1
Dix ,[2],"['Dix Street,']",male,1,1,1
Dixfield ,[3],"['Dixfield Street,']",male,1,1,1
Dixwell ,[1],"['Dixwell Street,']",male,1,1,1
Dock ,[3],"['Dock Square,']",male,1,1,1
Dodge ,[0],"['Dodge Road,']",male,1,1,1
Don ,[2],"['Don Street,']",male,1,1,1
Donald ,[2],"['Donald Road,']",male,1,1,1
Donegal ,[3],"['Donegal Square,']",male,1,1,1
Dorr ,[1],"['Dorr Street,']",male,1,1,1
Dorrance ,[3],"['Dorrance Street,']",male,1,1,1
Douglas ,[3],"['Douglas Street,']",male,1,1,1
Douglass Court,[3],"['Douglass Court,']",male,1,1,1
Dow ,[0],"['Dow Road,']",male,1,1,1
Downer Court,[2],"['Downer Court,']",male,1,1,1
Downey Court,[2],"['Downey Court,']",male,1,1,1
Dr. Mary Moore Beatty Circle,[0],"['Dr. Mary Moore Beatty Circle,']",male,1,1,1
Dr. Michael Gavin Way,[3],['Dr. Michael Gavin Way'],male,1,1,1
Dracut ,[2],"['Dracut Street,']",male,1,1,1
Drake ,[3],"['Drake Place,']",male,1,1,1
Draper's Lane,[1],"[""Draper's Lane,""]",male,1,1,1
Drayton ,[2],"['Drayton Avenue,']",male,1,1,1
Dresden ,[1],"['Dresden Street,']",male,1,1,1
Dresser ,[3],"['Dresser Street,']",male,1,1,1
Driftwood ,[1],"['Driftwood Road,']",male,1,1,1
Driscoll Drive,[2],"['Driscoll Drive,']",male,1,1,1
Drohan ,[2],"['Drohan Square,']",male,1,1,1
Druid ,[0],"['Druid Street,']",male,1,1,1
Drummond ,[1],"['Drummond Street,']",male,1,1,1
Drury ,[0],"['Drury Road,']",male,1,1,1
Dubois ,[1],"['Dubois Street,']",male,1,1,1
Dudley Terrace,[2],"['Dudley Terrace,']",male,1,1,1
Duke ,[0],"['Duke Street,']",male,1,1,1
Duke  Footway,[0],"['Duke Street Footway,']",male,1,1,1
Dumas ,[2],"['Dumas Street,']",male,1,1,1
Dunbar ,[2],"['Dunbar Avenue,']",male,1,1,1
Dunbarton ,[0],"['Dunbarton Road,']",male,1,1,1
Dunboy ,[4],"['Dunboy Street,']",male,1,1,1
Duncan Terrace,[2],"['Duncan Terrace,']",male,1,1,1
Duncklee ,[4],"['Duncklee Street,']",male,1,1,1
Dungarven ,[1],"['Dungarven Road,']",male,1,1,1
Dunkeld ,[1],"['Dunkeld Street,']",male,1,1,1
Dunlap ,[2],"['Dunlap Street,']",male,1,1,1
Dunmore ,[1],"['Dunmore Street,']",male,1,1,1
Dunn ,[2],"['Dunn Street,']",male,1,1,1
Dunreath ,[1],"['Dunreath Street,']",male,1,1,1
Dunwell ,[0],"['Dunwell Street,']",male,1,1,1
Durant ,[0],"['Durant Street,']",male,1,1,1
Durham ,[1],"['Durham Street,']",male,1,1,1
Durland ,[4],"['Durland Street,']",male,1,1,1
Durnell ,[0],"['Durnell Avenue,']",male,1,1,1
Dustin ,[4],"['Dustin Street,']",male,1,1,1
Duval ,[4],"['Duval Street,']",male,1,1,1
Dwight ,[1],"['Dwight Street,']",male,1,1,1
Dyer Court,[2],"['Dyer Court,']",male,1,1,1
Earhardt ,[0],"['Earhardt Road,']",male,1,1,1
Earl ,[3],"['Earl Street,']",male,1,1,1
East  ,[3],"['East Street Place,']",male,1,1,1
East Berkeley ,[1],"['East Berkeley Street,']",male,1,1,1
East Boston Expressway,[3],"['East Boston Expressway,']",male,1,1,1
East Boundary ,[0],"['East Boundary Road,']",male,1,1,1
East Brookline ,[1],"['East Brookline Street,']",male,1,1,1
East Brookline Gardenz,[1],['East Brookline Gardenz'],male,1,1,1
East Canton ,[1],"['East Canton Street,']",male,1,1,1
East Concord ,[1],"['East Concord Street,']",male,1,1,1
East Cottage ,[2],"['East Cottage Street,']",male,1,1,1
East Dedham ,[1],"['East Dedham Street,']",male,1,1,1
East Eagle ,[3],"['East Eagle Street,']",male,1,1,1
East Eighth ,[3],"['East Eighth Street,']",male,1,1,1
East Fifth ,[3],"['East Fifth Street,']",male,1,1,1
East First ,[3],"['East First Street,']",male,1,1,1
East Fourth ,[3],"['East Fourth Street,']",male,1,1,1
East India Row,[3],['East India Row'],male,1,1,1
East Lenox ,[1],"['East Lenox Street,']",male,1,1,1
East Main ,[2],"['East Main Street,']",male,1,1,1
East Newton ,[1],"['East Newton Street,']",male,1,1,1
East Ninth ,[3],"['East Ninth Street,']",male,1,1,1
East Pier Drive,[3],"['East Pier Drive,']",male,1,1,1
East Second ,[3],"['East Second Street,']",male,1,1,1
East Service ,[3],"['East Service Road,']",male,1,1,1
East Seventh ,[3],"['East Seventh Street,']",male,1,1,1
East Sixth ,[3],"['East Sixth Street,']",male,1,1,1
East Stoughton ,[1],"['East Stoughton Street,']",male,1,1,1
East Third ,[3],"['East Third Street,']",male,1,1,1
Eastbourne ,[0],"['Eastbourne Street,']",male,1,1,1
Eastman ,[2],"['Eastman Street,']",male,1,1,1
Eastmont ,[0],"['Eastmont Road,']",male,1,1,1
Eastwood ,[0],"['Eastwood Place,']",male,1,1,1
Eastwood Circuit,[0],"['Eastwood Circuit,']",male,1,1,1
Eastwood Court,[0],"['Eastwood Court,']",male,1,1,1
Eaton ,[2],"['Eaton Square,']",male,1,1,1
Eatonia ,[4],"['Eatonia Street,']",male,1,1,1
Edgar ,[1],"['Edgar Street,']",male,1,1,1
Edge Hill ,[1],"['Edge Hill Street,']",male,1,1,1
Edgemere ,[0],"['Edgemere Road,']",male,1,1,1
Edgemont ,[0],"['Edgemont Street,']",male,1,1,1
Edgewater Drive,[0],"['Edgewater Drive,']",male,1,1,1
Edgewood ,[1],"['Edgewood Street,']",male,1,1,1
Edgewood Park,[1],['Edgewood Park'],male,1,1,1
Edison Green,[2],"['Edison Green,']",male,1,1,1
Edson Terrace,[0],"['Edson Terrace,']",male,1,1,1
Edward Everett ,[2],"['Edward Everett Square,']",male,1,1,1
Edwardson ,[0],"['Edwardson Street,']",male,1,1,1
Edwin ,[2],"['Edwin Street,']",male,1,1,1
Egan Way,[4],['Egan Way'],male,1,1,1
Elbert ,[1],"['Elbert Street,']",male,1,1,1
Elbow ,[3],"['Elbow Street,']",male,1,1,1
Elder ,[2],"['Elder Street,']",male,1,1,1
Eldridge ,[1],"['Eldridge Road,']",male,1,1,1
Elgin ,[0],"['Elgin Street,']",male,1,1,1
Eliot Terrace,[1],"['Eliot Terrace,']",male,1,1,1
Elkins ,[3],"['Elkins Street,']",male,1,1,1
Elko ,[4],"['Elko Street,']",male,1,1,1
Ellard ,[0],"['Ellard Road,']",male,1,1,1
Ellery ,[3],"['Ellery Street,']",male,1,1,1
Ellery Court,[3],"['Ellery Court,']",male,1,1,1
Ellington ,[1],"['Ellington Street,']",male,1,1,1
Ellswood ,[0],"['Ellswood Street,']",male,1,1,1
Ellsworth ,[2],"['Ellsworth Street,']",male,1,1,1
Ellwood ,[3],"['Ellwood Street,']",male,1,1,1
Elm Hill ,[1],"['Elm Hill Avenue,']",male,1,1,1
Elm Hill Entrance,[1],['Elm Hill Entrance'],male,1,1,1
Elm Hill Park,[1],['Elm Hill Park'],male,1,1,1
Elm Lawn,[2],['Elm Lawn'],male,1,1,1
Elmdale ,[2],"['Elmdale Street,']",male,1,1,1
Elmer ,[2],"['Elmer Road,']",male,1,1,1
Elmont ,[1],"['Elmont Street,']",male,1,1,1
Elmore ,[1],"['Elmore Street,']",male,1,1,1
Elmwood ,[1],"['Elmwood Street,']",male,1,1,1
Elton ,[2],"['Elton Street,']",male,1,1,1
Elven ,[0],"['Elven Road,']",male,1,1,1
Elwell ,[1],"['Elwell Road,']",male,1,1,1
Elwyn ,[2],"['Elwyn Road,']",male,1,1,1
Ely ,[2],"['Ely Road,']",male,1,1,1
Embankment ,[3],"['Embankment Road,']",male,1,1,1
Emery ,[4],"['Emery Road,']",male,1,1,1
Emmons ,[3],"['Emmons Street,']",male,1,1,1
Empire ,[4],"['Empire Street,']",male,1,1,1
Endicott ,[3],"['Endicott Street,']",male,1,1,1
Endicott Court,[3],"['Endicott Court,']",male,1,1,1
Endicott Terrace,[2],"['Endicott Terrace,']",male,1,1,1
Enfield ,[1],"['Enfield Street,']",male,1,1,1
Englewood ,[4],"['Englewood Avenue,']",male,1,1,1
Ennis ,[1],"['Ennis Road,']",male,1,1,1
Eric ,[4],"['Eric Road,']",male,1,1,1
Ericsson ,[2],"['Ericsson Street,']",male,1,1,1
Ernest ,[0],"['Ernest Avenue,']",male,1,1,1
Ernst ,[1],"['Ernst Street,']",male,1,1,1
Errol ,[0],"['Errol Street,']",male,1,1,1
Eskridge ,[0],"['Eskridge Street,']",male,1,1,1
Esmond ,[1],"['Esmond Street,']",male,1,1,1
Estes ,[1],"['Estes Avenue,']",male,1,1,1
Eugene Circle,[1],"['Eugene Circle,']",male,1,1,1
Euston ,[4],"['Euston Road,']",male,1,1,1
Euston Path,[4],['Euston Path'],male,1,1,1
Eutaw ,[3],"['Eutaw Street,']",male,1,1,1
Evans Way,[1],['Evans Way'],male,1,1,1
Everdean ,[2],"['Everdean Street,']",male,1,1,1
Everett Court,[3],"['Everett Court,']",male,1,1,1
Everton ,[1],"['Everton Street,']",male,1,1,1
Ewer ,[3],"['Ewer Street,']",male,1,1,1
Exeter ,[3],"['Exeter Street,']",male,1,1,1
Fabyan ,[2],"['Fabyan Street,']",male,1,1,1
Fairbanks ,[4],"['Fairbanks Street,']",male,1,1,1
Fairfax ,[2],"['Fairfax Street,']",male,1,1,1
Fairland ,[1],"['Fairland Street,']",male,1,1,1
Fairlane ,[0],"['Fairlane Road,']",male,1,1,1
Fairlawn ,[0],"['Fairlawn Avenue,']",male,1,1,1
Fairmount Court,[0],"['Fairmount Court,']",male,1,1,1
Falcon ,[3],"['Falcon Street,']",male,1,1,1
Falcon Lane,[2],"['Falcon Lane,']",male,1,1,1
Fall ,[0],"['Fall Road,']",male,1,1,1
Faraday ,[0],"['Faraday Street,']",male,1,1,1
Fargo ,[3],"['Fargo Street,']",male,1,1,1
Farmington ,[0],"['Farmington Road,']",male,1,1,1
Farnham ,[1],"['Farnham Street,']",male,1,1,1
Farnsworth ,[3],"['Farnsworth Street,']",male,1,1,1
Farquhar ,[0],"['Farquhar Street,']",male,1,1,1
Farrington ,[4],"['Farrington Avenue,']",male,1,1,1
Farwell ,[0],"['Farwell Avenue,']",male,1,1,1
Father Anthony Songin Way,[3],['Father Anthony Songin Way'],male,1,1,1
Father Francis J. Gilday ,[1],"['Father Francis J. Gilday Street,']",male,1,1,1
Favre ,[0],"['Favre Street,']",male,1,1,1
Faxon ,[1],"['Faxon Street,']",male,1,1,1
Faywood ,[3],"['Faywood Avenue,']",male,1,1,1
Federal ,[3],"['Federal Street,']",male,1,1,1
Federal Court,[3],"['Federal Court,']",male,1,1,1
Fendale ,[2],"['Fendale Avenue,']",male,1,1,1
Fenelon ,[1],"['Fenelon Street,']",male,1,1,1
Feneno Terrace,[4],"['Feneno Terrace,']",male,1,1,1
Fenner ,[1],"['Fenner Street,']",male,1,1,1
Fenno ,[1],"['Fenno Street,']",male,1,1,1
Fenton ,[2],"['Fenton Street,']",male,1,1,1
Fenway,[1],['Fenway'],male,1,1,1
Fenwick ,[1],"['Fenwick Place,']",male,1,1,1
Fenwood ,[1],"['Fenwood Road,']",male,1,1,1
Fermoy Heights ,[2],"['Fermoy Heights Avenue,']",male,1,1,1
Fernald Terrace,[2],"['Fernald Terrace,']",male,1,1,1
Ferndale ,[2],"['Ferndale Street,']",male,1,1,1
Fernwood ,[0],"['Fernwood Road,']",male,1,1,1
Fessenden ,[0],"['Fessenden Street,']",male,1,1,1
Fid Kennedy ,[3],"['Fid Kennedy Avenue,']",male,1,1,1
Field Sparrow Way,[0],"['Field Sparrow Way,']",male,1,1,1
Field's Court,[2],"[""Field's Court,""]",male,1,1,1
Fieldmont ,[0],"['Fieldmont Street,']",male,1,1,1
Field’s Corner,[2],['Field’s Corner'],male,1,1,1
Fifield ,[2],"['Fifield Street,']",male,1,1,1
First ,[3],"['First Avenue,']",male,1,1,1
Firth ,[0],"['Firth Road,']",male,1,1,1
Fish Lane,[3],"['Fish Lane,']",male,1,1,1
Fiske Terrace,[4],"['Fiske Terrace,']",male,1,1,1
Flagship ,[3],"['Flagship Avenue,']",male,1,1,1
Fletcher ,[0],"['Fletcher Street,']",male,1,1,1
Flood ,[3],"['Flood Square,']",male,1,1,1
Florian ,[0],"['Florian Street,']",male,1,1,1
Florian Way,[0],['Florian Way'],male,1,1,1
Floyd ,[2],"['Floyd Street,']",male,1,1,1
Foodmart ,[1],"['Foodmart Road,']",male,1,1,1
Forbes ,[1],"['Forbes Street,']",male,1,1,1
Ford ,[3],"['Ford Street,']",male,1,1,1
Fordham ,[4],"['Fordham Road,']",male,1,1,1
Fordham Court,[1],"['Fordham Court,']",male,1,1,1
Forest Hills Entrance Drive,[1],"['Forest Hills Entrance Drive,']",male,1,1,1
Forestvale ,[0],"['Forestvale Road,']",male,1,1,1
Forsyth ,[1],"['Forsyth Street,']",male,1,1,1
Forsyth Park,[1],['Forsyth Park'],male,1,1,1
Forsyth Way,[1],['Forsyth Way'],male,1,1,1
Fort ,[1],"['Fort Avenue,']",male,1,1,1
Fort  Terrace,[1],"['Fort Avenue Terrace,']",male,1,1,1
Fossdale ,[2],"['Fossdale Road,']",male,1,1,1
Foster Court,[3],"['Foster Court,']",male,1,1,1
Foster Terrace,[4],"['Foster Terrace,']",male,1,1,1
Fourth ,[3],"['Fourth Avenue,']",male,1,1,1
Fourth  ,[3],"['Fourth Street Place,']",male,1,1,1
Fowler ,[1],"['Fowler Street,']",male,1,1,1
Fox ,[2],"['Fox Street,']",male,1,1,1
Fox Point ,[2],"['Fox Point Road,']",male,1,1,1
Francis ,[1],"['Francis Street,']",male,1,1,1
Francis B. Johnson ,[3],"['Francis B. Johnson Square,']",male,1,1,1
Francis G. Hanlon ,[1],"['Francis G. Hanlon Square,']",male,1,1,1
Francis J. Mitchell Bridge,[2],"['Francis J. Mitchell Bridge,']",male,1,1,1
Francis J. Murray Way,[3],['Francis J. Murray Way'],male,1,1,1
Francis Parkman Drive,[1],"['Francis Parkman Drive,']",male,1,1,1
Frankfort ,[3],"['Frankfort Street,']",male,1,1,1
Franklin Court,[2],"['Franklin Court,']",male,1,1,1
Franklin Garden,[1],['Franklin Garden'],male,1,1,1
Franklin Hill ,[2],"['Franklin Hill Avenue,']",male,1,1,1
Franklin Terrace,[0],"['Franklin Terrace,']",male,1,1,1
Frawley ,[1],"['Frawley Street,']",male,1,1,1
Frederick ,[3],"['Frederick Street,']",male,1,1,1
Frederick Douglass ,[1],"['Frederick Douglass Square,']",male,1,1,1
Freeland ,[0],"['Freeland Street,']",male,1,1,1
Freeport ,[2],"['Freeport Street,']",male,1,1,1
Fremont ,[0],"['Fremont Street,']",male,1,1,1
French ,[0],"['French Street,']",male,1,1,1
French Terrace,[1],"['French Terrace,']",male,1,1,1
Fresno ,[0],"['Fresno Street,']",male,1,1,1
Friend ,[3],"['Friend Street,']",male,1,1,1
Frost ,[2],"['Frost Avenue,']",male,1,1,1
Fruean ,[2],"['Fruean Place,']",male,1,1,1
Fruit ,[3],"['Fruit Street,']",male,1,1,1
Furbush ,[0],"['Furbush Road,']",male,1,1,1
Gage ,[1],"['Gage Street,']",male,1,1,1
Galty ,[2],"['Galty Avenue,']",male,1,1,1
Garden ,[3],"['Garden Street,']",male,1,1,1
Garden  Arch,[3],['Garden Street Arch'],male,1,1,1
Garden Court ,[3],"['Garden Court Street,']",male,1,1,1
Gardner Terrace,[4],"['Gardner Terrace,']",male,1,1,1
Garfield ,[0],"['Garfield Avenue,']",male,1,1,1
Garner ,[2],"['Garner Road,']",male,1,1,1
Garrison ,[3],"['Garrison Street,']",male,1,1,1
Garth ,[0],"['Garth Road,']",male,1,1,1
Gartland ,[1],"['Gartland Street,']",male,1,1,1
Gary ,[1],"['Gary Street,']",male,1,1,1
Gates ,[3],"['Gates Street,']",male,1,1,1
Gayland ,[2],"['Gayland Street,']",male,1,1,1
Gaylord ,[2],"['Gaylord Street,']",male,1,1,1
Gene ,[2],"['Gene Street,']",male,1,1,1
General Casimir Pulaski ,[3],"['General Casimir Pulaski Square,']",male,1,1,1
General Heath ,[1],"['General Heath Square,']",male,1,1,1
General Jozef Pilsudski Way,[3],['General Jozef Pilsudski Way'],male,1,1,1
General Lawrence J. Logan Way,[3],['General Lawrence J. Logan Way'],male,1,1,1
General William H. Devine Way,[3],['General William H. Devine Way'],male,1,1,1
George A. Wilson ,[4],"['George A. Wilson Square,']",male,1,1,1
George R. Visconti ,[3],"['George R. Visconti Road,']",male,1,1,1
Georgetowne ,[0],"['Georgetowne Place,']",male,1,1,1
Geraghty Terrace,[0],"['Geraghty Terrace,']",male,1,1,1
Gerald ,[4],"['Gerald Road,']",male,1,1,1
Gerard ,[1],"['Gerard Street,']",male,1,1,1
Gibson ,[2],"['Gibson Street,']",male,1,1,1
Gifford ,[3],"['Gifford Place,']",male,1,1,1
Gilman ,[0],"['Gilman Street,']",male,1,1,1
Gilmer ,[0],"['Gilmer Street,']",male,1,1,1
Gilmore Terrace,[0],"['Gilmore Terrace,']",male,1,1,1
Glade ,[1],"['Glade Avenue,']",male,1,1,1
Gladstone ,[3],"['Gladstone Street,']",male,1,1,1
Gleason ,[1],"['Gleason Street,']",male,1,1,1
Glen Lane,[1],"['Glen Lane,']",male,1,1,1
Glenarm ,[1],"['Glenarm Street,']",male,1,1,1
Glenburne ,[1],"['Glenburne Street,']",male,1,1,1
Glenburnie ,[0],"['Glenburnie Road,']",male,1,1,1
Glencliff ,[0],"['Glencliff Road,']",male,1,1,1
Glencoe ,[4],"['Glencoe Street,']",male,1,1,1
Glendale ,[2],"['Glendale Street,']",male,1,1,1
Glendon ,[3],"['Glendon Street,']",male,1,1,1
Glendower ,[0],"['Glendower Road,']",male,1,1,1
Glenham ,[0],"['Glenham Street,']",male,1,1,1
Glenhaven ,[0],"['Glenhaven Road,']",male,1,1,1
Glenhill ,[0],"['Glenhill Road,']",male,1,1,1
Glenmont ,[4],"['Glenmont Road,']",male,1,1,1
Glenmore ,[0],"['Glenmore Street,']",male,1,1,1
Glenside ,[1],"['Glenside Avenue,']",male,1,1,1
Glenville ,[4],"['Glenville Avenue,']",male,1,1,1
Glenville Terrace,[4],"['Glenville Terrace,']",male,1,1,1
Glenway ,[1],"['Glenway Street,']",male,1,1,1
Glenwood ,[0],"['Glenwood Avenue,']",male,1,1,1
Glenwood  Footway,[0],"['Glenwood Avenue Footway,']",male,1,1,1
Glover ,[2],"['Glover Place,']",male,1,1,1
Glover Court,[3],"['Glover Court,']",male,1,1,1
Goddard ,[4],"['Goddard Street,']",male,1,1,1
Goethe ,[0],"['Goethe Street,']",male,1,1,1
Goff ,[0],"['Goff Street,']",male,1,1,1
Goodrich ,[1],"['Goodrich Road,']",male,1,1,1
Goodridge ,[3],"['Goodridge Alley,']",male,1,1,1
Goodridge Court,[3],"['Goodridge Court,']",male,1,1,1
Goodwin ,[3],"['Goodwin Place,']",male,1,1,1
Goodwin Court,[3],"['Goodwin Court,']",male,1,1,1
Gore ,[1],"['Gore Street,']",male,1,1,1
Gorham ,[4],"['Gorham Street,']",male,1,1,1
Gouldville Terrace,[2],"['Gouldville Terrace,']",male,1,1,1
Governor Dudley ,[1],"['Governor Dudley Square,']",male,1,1,1
Governor Eustis ,[1],"['Governor Eustis Square,']",male,1,1,1
Governor Shirley ,[1],"['Governor Shirley Square,']",male,1,1,1
Grafton ,[2],"['Grafton Street,']",male,1,1,1
Graham Court,[2],"['Graham Court,']",male,1,1,1
Graham Terrace,[0],"['Graham Terrace,']",male,1,1,1
Granfield ,[0],"['Granfield Avenue,']",male,1,1,1
Granger ,[2],"['Granger Street,']",male,1,1,1
Granite ,[2],"['Granite Avenue,']",male,1,1,1
Grantley ,[0],"['Grantley Street,']",male,1,1,1
Granville ,[2],"['Granville Street,']",male,1,1,1
Gray ,[3],"['Gray Street,']",male,1,1,1
Grayfield ,[0],"['Grayfield Avenue,']",male,1,1,1
Grayson ,[2],"['Grayson Street,']",male,1,1,1
Greaton ,[0],"['Greaton Road,']",male,1,1,1
Green Hill ,[2],"['Green Hill Street,']",male,1,1,1
Greenbrier ,[2],"['Greenbrier Street,']",male,1,1,1
Greenbrook ,[0],"['Greenbrook Road,']",male,1,1,1
Greendale ,[0],"['Greendale Road,']",male,1,1,1
Greenfield ,[0],"['Greenfield Road,']",male,1,1,1
Greenfield  Footway,[0],"['Greenfield Road Footway,']",male,1,1,1
Greenhalge ,[2],"['Greenhalge Street,']",male,1,1,1
Greenheys ,[1],"['Greenheys Street,']",male,1,1,1
Greenock ,[2],"['Greenock Street,']",male,1,1,1
Greenough ,[1],"['Greenough Avenue,']",male,1,1,1
Greenough Park,[1],['Greenough Park'],male,1,1,1
Greenview ,[1],"['Greenview Avenue,']",male,1,1,1
Greenville ,[1],"['Greenville Street,']",male,1,1,1
Greenwich Park,[1],['Greenwich Park'],male,1,1,1
Greenwood Circle,[0],"['Greenwood Circle,']",male,1,1,1
Grew ,[0],"['Grew Avenue,']",male,1,1,1
Grew Hill ,[0],"['Grew Hill Road,']",male,1,1,1
Greycliff ,[4],"['Greycliff Road,']",male,1,1,1
Greylock ,[4],"['Greylock Road,']",male,1,1,1
Greymere ,[4],"['Greymere Road,']",male,1,1,1
Gridley ,[3],"['Gridley Street,']",male,1,1,1
Griffin Court,[2],"['Griffin Court,']",male,1,1,1
Grimes ,[3],"['Grimes Street,']",male,1,1,1
Grotto Glen ,[1],"['Grotto Glen Road,']",male,1,1,1
Grove Terrace,[0],"['Grove Terrace,']",male,1,1,1
Groveland ,[0],"['Groveland Street,']",male,1,1,1
Grovenor ,[1],"['Grovenor Road,']",male,1,1,1
Grover ,[0],"['Grover Avenue,']",male,1,1,1
Guernsey ,[0],"['Guernsey Street,']",male,1,1,1
Guild ,[1],"['Guild Street,']",male,1,1,1
Guilford ,[4],"['Guilford Street,']",male,1,1,1
Gurney ,[1],"['Gurney Street,']",male,1,1,1
Gustin ,[3],"['Gustin Street,']",male,1,1,1
Hadwin Way,[0],['Hadwin Way'],male,1,1,1
Halborn ,[0],"['Halborn Street,']",male,1,1,1
Hale ,[0],"['Hale Street,']",male,1,1,1
Halford ,[0],"['Halford Road,']",male,1,1,1
Halifax ,[1],"['Halifax Street,']",male,1,1,1
Hallam ,[2],"['Hallam Street,']",male,1,1,1
Hallet-Davis ,[2],"['Hallet-Davis Street,']",male,1,1,1
Halliday ,[0],"['Halliday Street,']",male,1,1,1
Hallowell ,[0],"['Hallowell Street,']",male,1,1,1
Halsey ,[0],"['Halsey Road,']",male,1,1,1
Hamblen ,[3],"['Hamblen Street,']",male,1,1,1
Hamlet ,[2],"['Hamlet Street,']",male,1,1,1
Hamlin ,[3],"['Hamlin Street,']",male,1,1,1
Hammond ,[1],"['Hammond Street,']",male,1,1,1
Hampden ,[1],"['Hampden Street,']",male,1,1,1
Hampstead ,[1],"['Hampstead Road,']",male,1,1,1
Hancock  Stairs.,[2],"['Hancock Street Stairs.,']",male,1,1,1
Hannon ,[2],"['Hannon Street,']",male,1,1,1
Hansford ,[1],"['Hansford Street,']",male,1,1,1
Hanson ,[1],"['Hanson Street,']",male,1,1,1
Harborview Lane,[3],"['Harborview Lane,']",male,1,1,1
Harcourt ,[3],"['Harcourt Street,']",male,1,1,1
Harding ,[0],"['Harding Road,']",male,1,1,1
Hardwick ,[4],"['Hardwick Street,']",male,1,1,1
Hardwick Terrace,[4],"['Hardwick Terrace,']",male,1,1,1
Hardy ,[3],"['Hardy Street,']",male,1,1,1
Harleston ,[1],"['Harleston Street,']",male,1,1,1
Harley ,[2],"['Harley Street,']",male,1,1,1
Harmon ,[0],"['Harmon Street,']",male,1,1,1
Harrington ,[1],"['Harrington Avenue,']",male,1,1,1
Harrison  Extension,[3],"['Harrison Avenue Extension,']",male,1,1,1
Harrison Archways,[1],['Harrison Archways'],male,1,1,1
Harry Agganis Way,[1],"['Harry Agganis Way,']",male,1,1,1
Hart ,[3],"['Hart Place,']",male,1,1,1
Hartford ,[2],"['Hartford Street,']",male,1,1,1
Hartford Court,[2],"['Hartford Court,']",male,1,1,1
Hartford Terrace,[2],"['Hartford Terrace,']",male,1,1,1
Hartland ,[2],"['Hartland Street,']",male,1,1,1
Hartlawn ,[0],"['Hartlawn Road,']",male,1,1,1
Hartley Terrace,[4],"['Hartley Terrace,']",male,1,1,1
Hartwell ,[1],"['Hartwell Street,']",male,1,1,1
Harvard Bridge,[1],"['Harvard Bridge,']",male,1,1,1
Harvard Terrace,[4],"['Harvard Terrace,']",male,1,1,1
Harvard Way,[4],['Harvard Way'],male,1,1,1
Harvest ,[2],"['Harvest Street,']",male,1,1,1
Harvest Terrace,[2],"['Harvest Terrace,']",male,1,1,1
Harvester ,[4],"['Harvester Street,']",male,1,1,1
Harvey Steel ,[4],"['Harvey Steel Road,']",male,1,1,1
Harwood ,[2],"['Harwood Street,']",male,1,1,1
Haskel ,[4],"['Haskel Street,']",male,1,1,1
Haslet ,[0],"['Haslet Street,']",male,1,1,1
Hastings ,[0],"['Hastings Street,']",male,1,1,1
Hatch ,[3],"['Hatch Street,']",male,1,1,1
Hathon ,[3],"['Hathon Square,']",male,1,1,1
Hatton Footway,[2],"['Hatton Footway,']",male,1,1,1
